

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Syrian Arab Republic",760,"Long-term average annual precipitation in depth",4151,1982,252.0,"X","","6030"
"Thailand",764,"Long-term average annual precipitation in depth",4151,1982,1622.0,"X","","6030"
"Timor-Leste",626,"Long-term average annual precipitation in depth",4151,1982,1500.0,"X","","6030"
"Togo",768,"Long-term average annual precipitation in depth",4151,1982,1168.0,"X","","6030"
"Trinidad and Tobago",780,"Long-term average annual precipitation in depth",4151,1982,2200.0,"X","","6030"
"Tunisia",788,"Long-term average annual precipitation in depth",4151,1982,207.0,"X","","6030"
"Turkey",792,"Long-term average annual precipitation in depth",4151,1982,593.0,"","","1590"
"Uganda",800,"Long-term average annual precipitation in depth",4151,1982,1180.0,"X","","6030"
"United Arab Emirates",784,"Long-term average annual precipitation in depth",4151,1982,78.0,"X","[122]","6030"
"United Kingdom",826,"Long-term average annual precipitation in depth",4151,1982,1220.0,"X","","6030"
"United Republic of Tanzania",834,"Long-term average annual precipitation in depth",4151,1982,1071.0,"X","","6030"
"United States of America",840,"Long-term average annual precipitation in depth",4151,1982,715.0,"X","","6030"
"Uruguay",858,"Long-term average annual precipitation in depth",4151,1982,1300.0,"","","6433"
"Vanuatu",548,"Long-term average annual precipitation in depth",4151,1982,2000.0,"","","6645"
"Venezuela (Bolivarian Republic of)",862,"Long-term average annual precipitation in depth",4151,1982,2044.0,"","[123]","6433"
"Viet Nam",704,"Long-term average annual precipitation in depth",4151,1982,1821.0,"X","","6030"
"Yemen",887,"Long-term average annual precipitation in depth",4151,1982,167.0,"X","","6030"
"Zambia",894,"Long-term average annual precipitation in depth",4151,1982,1020.0,"X","","6030"
"Zimbabwe",716,"Long-term average annual precipitation in depth",4151,1982,657.0,"X","","6030"
"Afghanistan",4,"Long-term average annual precipitation in volume",4150,1982,213.48522,"E","","0"
"Albania",8,"Long-term average annual precipitation in volume",4150,1982,42.69375,"E","","0"
"Algeria",12,"Long-term average annual precipitation in volume",4150,1982,211.97486,"E","","0"
"Andorra",20,"Long-term average annual precipitation in volume",4150,1982,0.4724,"X","","6036"
"Angola",24,"Long-term average annual precipitation in volume",4150,1982,1259.167,"E","","0"
"Antigua and Barbuda",28,"Long-term average annual precipitation in volume",4150,1982,0.4532,"E","","0"
"Argentina",32,"Long-term average annual precipitation in volume",4150,1982,1643.0,"","","6433"
"Australia",36,"Long-term average annual precipitation in volume",4150,1982,4133.81148,"E","","0"
"Austria",40,"Long-term average annual precipitation in volume",4150,1982,93.1068,"E","","0"
"Bahamas",44,"Long-term average annual precipitation in volume",4150,1982,17.93296,"E","","0"
"Bahrain",48,"Long-term average annual precipitation in volume",4150,1982,0.05727,"E","","0"
"Bangladesh",50,"Long-term average annual precipitation in volume",4150,1982,395.79436,"E","","0"
"Barbados",52,"Long-term average annual precipitation in volume",4150,1982,0.61146,"E","","0"
"Belgium",56,"Long-term average annual precipitation in volume",4150,1982,25.84,"","","0"
"Belize",84,"Long-term average annual precipitation in volume",4150,1982,39.16385,"E","","0"
"Benin",204,"Long-term average annual precipitation in volume",4150,1982,119.23564,"E","","0"
"Bhutan",64,"Long-term average annual precipitation in volume",4150,1982,103.4,"E","","0"
"Bolivia (Plurinational State of)",68,"Long-term average annual precipitation in volume",4150,1982,1259.0,"","","6433"
"Botswana",72,"Long-term average annual precipitation in volume",4150,1982,241.99968,"E","","0"
"Brazil",76,"Long-term average annual precipitation in volume",4150,1982,14995.0,"","","6433"
"Brunei Darussalam",96,"Long-term average annual precipitation in volume",4150,1982,15.70594,"E","","0"
"Bulgaria",100,"Long-term average annual precipitation in volume",4150,1982,67.48192,"E","","0"
"Burkina Faso",854,"Long-term average annual precipitation in volume",4150,1982,205.11656,"E","","0"
"Burundi",108,"Long-term average annual precipitation in volume",4150,1982,35.45542,"E","","0"
"Cabo Verde",132,"Long-term average annual precipitation in volume",4150,1982,0.91884,"E","","0"
"Cambodia",116,"Long-term average annual precipitation in volume",4150,1982,344.70016,"E","","0"
"Cameroon",120,"Long-term average annual precipitation in volume",4150,1982,762.60576,"E","","0"
"Canada",124,"Long-term average annual precipitation in volume",4150,1982,5361.76779,"E","","0"
"Central African Republic",140,"Long-term average annual precipitation in volume",4150,1982,836.66214,"E","","0"
"Chad",148,"Long-term average annual precipitation in volume",4150,1982,413.448,"E","","0"
"Chile",152,"Long-term average annual precipitation in volume",4150,1982,1151.0,"","","6433"
"China",156,"Long-term average annual precipitation in volume",4150,1982,6192.0,"E","","0"
"Colombia",170,"Long-term average annual precipitation in volume",4150,1982,3699.0,"","","6433"
"Comoros",174,"Long-term average annual precipitation in volume",4150,1982,1.6749,"E","","0"
"Congo",178,"Long-term average annual precipitation in volume",4150,1982,562.932,"E","","0"
"Costa Rica",188,"Long-term average annual precipitation in volume",4150,1982,149.5186,"E","","0"
"Côte d'Ivoire",384,"Long-term average annual precipitation in volume",4150,1982,434.67608,"E","","0"
"Cuba",192,"Long-term average annual precipitation in volume",4150,1982,146.70315,"E","","0"
"Cyprus",196,"Long-term average annual precipitation in volume",4150,1982,4.6065,"E","","0"
"Democratic People's Republic of Korea",408,"Long-term average annual precipitation in volume",4150,1982,127.04916,"E","","0"
"Democratic Republic of the Congo",180,"Long-term average annual precipitation in volume",4150,1982,3618.11898,"E","","0"
"Denmark",208,"Long-term average annual precipitation in volume",4150,1982,30.29227,"E","","0"
"Djibouti",262,"Long-term average annual precipitation in volume",4150,1982,5.104,"E","","0"
"Dominica",212,"Long-term average annual precipitation in volume",4150,1982,1.56225,"E","","0"
"Dominican Republic",214,"Long-term average annual precipitation in volume",4150,1982,68.6247,"E","","0"
"Ecuador",218,"Long-term average annual precipitation in volume",4150,1982,644.81544,"E","","0"
"Egypt",818,"Long-term average annual precipitation in volume",4150,1982,18.126245,"E","","0"
"El Salvador",222,"Long-term average annual precipitation in volume",4150,1982,37.53536,"E","","0"
"Equatorial Guinea",226,"Long-term average annual precipitation in volume",4150,1982,60.4758,"E","","0"
"Eswatini",748,"Long-term average annual precipitation in volume",4150,1982,13.67968,"E","","0"
"Fiji",242,"Long-term average annual precipitation in volume",4150,1982,47.35584,"E","","0"
"Finland",246,"Long-term average annual precipitation in volume",4150,1982,181.2484,"E","","0"
"France",250,"Long-term average annual precipitation in volume",4150,1982,476.06103,"E","","0"
"Gabon",266,"Long-term average annual precipitation in volume",4150,1982,490.10377,"E","","0"
"Gambia",270,"Long-term average annual precipitation in volume",4150,1982,9.4468,"E","","0"
"Germany",276,"Long-term average annual precipitation in volume",4150,1982,249.879,"E","","0"
"Ghana",288,"Long-term average annual precipitation in volume",4150,1982,283.14698,"E","","0"
"Greece",300,"Long-term average annual precipitation in volume",4150,1982,86.03792,"E","","0"
"Grenade",308,"Long-term average annual precipitation in volume",4150,1982,0.799,"E","","0"
"Guatemala",320,"Long-term average annual precipitation in volume",4150,1982,217.34444,"E","","0"
"Guinea",324,"Long-term average annual precipitation in volume",4150,1982,405.91486,"E","","0"
"Guinea-Bissau",624,"Long-term average annual precipitation in volume",4150,1982,56.97701,"E","","0"
"Guyana",328,"Long-term average annual precipitation in volume",4150,1982,513.1,"","","6433"
"Haiti",332,"Long-term average annual precipitation in volume",4150,1982,39.96,"E","","0"
"Honduras",340,"Long-term average annual precipitation in volume",4150,1982,222.28024,"E","","0"
"Hungary",348,"Long-term average annual precipitation in volume",4150,1982,54.79467,"E","","0"
"Iceland",352,"Long-term average annual precipitation in volume",4150,1982,199.82,"E","","0"
"India",356,"Long-term average annual precipitation in volume",4150,1982,3560.10258,"E","","0"
"Indonesia",360,"Long-term average annual precipitation in volume",4150,1982,5163.33286,"E","","0"
"Iran (Islamic Republic of)",364,"Long-term average annual precipitation in volume",4150,1982,397.8942,"E","","0"
"Iraq",368,"Long-term average annual precipitation in volume",4150,1982,94.67712,"E","","0"
"Ireland",372,"Long-term average annual precipitation in volume",4150,1982,78.57304,"E","","0"
"Israel",376,"Long-term average annual precipitation in volume",4150,1982,9.60045,"E","","0"
"Italy",380,"Long-term average annual precipitation in volume",4150,1982,250.71488,"E","","0"
"Jamaica",388,"Long-term average annual precipitation in volume",4150,1982,22.54049,"E","","0"
"Japan",392,"Long-term average annual precipitation in volume",4150,1982,630.1704,"E","","0"
"Jordan",400,"Long-term average annual precipitation in volume",4150,1982,9.85458,"E","","0"
"Kenya",404,"Long-term average annual precipitation in volume",4150,1982,365.6331,"E","","0"
"Kuwait",414,"Long-term average annual precipitation in volume",4150,1982,2.15622,"E","","0"
"Lao People's Democratic Republic",418,"Long-term average annual precipitation in volume",4150,1982,434.2912,"E","","0"
"Lebanon",422,"Long-term average annual precipitation in volume",4150,1982,6.90745,"E","","0"
"Lesotho",426,"Long-term average annual precipitation in volume",4150,1982,23.92368,"E","","0"
"Liberia",430,"Long-term average annual precipitation in volume",4150,1982,266.28567,"E","","0"
"Libya",434,"Long-term average annual precipitation in volume",4150,1982,98.53424,"E","","0"
"Luxembourg",442,"Long-term average annual precipitation in volume",4150,1982,2.415,"","","1531"
"Madagascar",450,"Long-term average annual precipitation in volume",4150,1982,888.19152,"E","","0"
"Malawi",454,"Long-term average annual precipitation in volume",4150,1982,139.92488,"E","","0"
"Malaysia",458,"Long-term average annual precipitation in volume",4150,1982,951.05,"E","","0"
"Maldives",462,"Long-term average annual precipitation in volume",4150,1982,0.5916,"E","","0"
"Mali",466,"Long-term average annual precipitation in volume",4150,1982,349.73358,"E","","0"
"Malta",470,"Long-term average annual precipitation in volume",4150,1982,0.1792,"E","","0"
"Mauritania",478,"Long-term average annual precipitation in volume",4150,1982,94.8244,"E","","0"
"Mauritius",480,"Long-term average annual precipitation in volume",4150,1982,4.16364,"E","","0"
"Mexico",484,"Long-term average annual precipitation in volume",4150,1982,1489.0,"","","6467"
"Mongolia",496,"Long-term average annual precipitation in volume",4150,1982,376.95292,"E","","0"
"Morocco",504,"Long-term average annual precipitation in volume",4150,1982,154.5063,"E","","0"
"Mozambique",508,"Long-term average annual precipitation in volume",4150,1982,824.96016,"E","","0"
"Myanmar",104,"Long-term average annual precipitation in volume",4150,1982,1414.74969,"E","","0"
"Namibia",516,"Long-term average annual precipitation in volume",4150,1982,234.92265,"E","","0"
"Nepal",524,"Long-term average annual precipitation in volume",4150,1982,220.77,"E","","0"
"Netherlands",528,"Long-term average annual precipitation in volume",4150,1982,32.31034,"E","","0"
"New Zealand",554,"Long-term average annual precipitation in volume",4150,1982,463.67372,"E","","0"
"Nicaragua",558,"Long-term average annual precipitation in volume",4150,1982,297.2436,"E","","0"
"Niger",562,"Long-term average annual precipitation in volume",4150,1982,191.317,"E","","0"
"Nigeria",566,"Long-term average annual precipitation in volume",4150,1982,1062.3355,"E","","0"
"Norway",578,"Long-term average annual precipitation in volume",4150,1982,544.64452,"E","","0"
"Oman",512,"Long-term average annual precipitation in volume",4150,1982,38.6875,"E","","0"
"Pakistan",586,"Long-term average annual precipitation in volume",4150,1982,393.2734,"E","","0"
"Palestine",275,"Long-term average annual precipitation in volume",4150,1982,2.42004,"E","","0"
"Panama",591,"Long-term average annual precipitation in volume",4150,1982,220.82976,"E","","0"
"Papua New Guinea",598,"Long-term average annual precipitation in volume",4150,1982,1454.24328,"E","","0"
"Paraguay",600,"Long-term average annual precipitation in volume",4150,1982,459.6,"","","6433"
"Peru",604,"Long-term average annual precipitation in volume",4150,1982,2234.0,"","","6433"
"Philippines",608,"Long-term average annual precipitation in volume",4150,1982,704.4,"E","","0"
"Poland",616,"Long-term average annual precipitation in volume",4150,1982,187.614,"E","","0"
"Portugal",620,"Long-term average annual precipitation in volume",4150,1982,78.67048,"E","","0"
"Puerto Rico",630,"Long-term average annual precipitation in volume",4150,1982,18.21898,"E","","0"
"Qatar",634,"Long-term average annual precipitation in volume",4150,1982,0.85914,"E","","0"
"Republic of Korea",410,"Long-term average annual precipitation in volume",4150,1982,126.45724,"E","","0"
